"shapeid","x","y","identifier","formOfNode","fictitious","identifi_1","class","roadNumber","name1","name1_lang","name2","name2_lang","formOfWay","strategic","length","structure","loop","startNode","endNode","formsPart","gml_id","changeType","startDate","lastUpdate","entryDate","uprn","logicalSta","blpuState","blpuStateD","rpc","localCusto","country","addressbas","postcodeLo","multiOccCo","deliveryPo","delivery_1","delivery_2","udprn","buildingNu","thoroughfa","postTown","postcode","postcodeTy","delivery_3","processDat","landProper","landProp_1","landProp_2","lpiKey","landProp_3","paoStartNu","usrn","usrnMatchI","officialFl","applicatio","applicat_1","applicat_2","xRefKey","crossRefer","version","source","classifica","classifi_1","classifi_2","classKey","classifi_3","classSchem","schemeVers","buildingNa","paoStartSu","parentUPRN","subBuildin","saoText","saoStartNu","paoText","organisati","organisa_1","organisa_2","orgKey","organisa_3","endDate","landProp_4","applicat_3","classifi_4","organisa_4","dependentT","paoEndNumb","saoStartSu","dependentL","paoEndSuff","organisa_5","department","doubleDepe","saoEndNumb","poBoxNumbe","best_server"
"327","291884.674","91622.449","f086e60d-7144-4098-bb3a-f20f429edd67","junction","false","b840434e-bb5d-4e0e-8845-f3b9a852e38c","Not Classified","NULL","NULL","NULL","NULL","NULL","Single Carriageway","NULL","29.38","NULL","false","f086e60d-7144-4098-bb3a-f20f429edd67","9117f37d-36dd-436e-b3de-3893212ed248","NULL","uk.addressbase.uprn.10024665615","I","2011-09-16","2016-02-10","2011-09-01","10024665615.0","1","NULL","NULL","1","7655","E","N","EX2 8EH","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101170246)","(1:1)","NULL","(1:14202863)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-10,2016-02-07)","(4:2006-03-18,2015-07-23,2015-07-23,2016-02-07)","(4:7655X900389274,7655X700389274,7655X600389274,7655X134368745)","(4:osgb5000000000052817,osgb1000000347977895,osgb5000005157730317,...)","(3:13,3,1)","(4:7666MA,7666MT,7666MI,7666OW)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000389274)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8"
"328","291236.772","91656.119","03c4f645-f74d-4a7c-bcfa-9e27f8676a7f","junction","false","df22bc73-fd0a-404e-b756-6499a517683a","Unclassified","NULL","Sanford Place","Acc","NULL","NULL","Single Carriageway","NULL","188.074","NULL","false","03c4f645-f74d-4a7c-bcfa-9e27f8676a7f","db72f1be-588b-461e-ba2e-2643d5d83804","osgb4000000025468206","uk.addressbase.uprn.10025539643","I","2015-08-19","2016-02-10","2013-07-16","10025539643.0","1","NULL","NULL","1","7655","E","N","EX2 9DS","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2015-08-19)","(1:2016-02-10)","(1:2013-07-16)","(1:7655L102292936)","(1:1)","NULL","(1:14200300)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2010-07-30,2013-04-07,2013-04-29)","(4:7655X106775110,7655X603666802,7655X703553471,7655X903656099)","(4:E05003506,osgb4000000025335808,osgb5000005108948638,...)","(3:6,1,4)","(4:7666OW,7666MI,7666MT,7666MA)","(1:2015-08-19)","(1:2016-02-10)","(1:2013-07-16)","(1:7655C003264780)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"329","291827.366","91635.842","9dbfad07-38e8-44fe-ac7a-6576bfb1499a","junction","false","50c2aa3d-2127-4084-ba27-7ed98e0c03df","Not Classified","NULL","NULL","NULL","NULL","NULL","Single Carriageway","NULL","29.472","NULL","false","9117f37d-36dd-436e-b3de-3893212ed248","9dbfad07-38e8-44fe-ac7a-6576bfb1499a","NULL","uk.addressbase.uprn.10024665615","I","2011-09-16","2016-02-10","2011-09-01","10024665615.0","1","NULL","NULL","1","7655","E","N","EX2 8EH","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101170246)","(1:1)","NULL","(1:14202863)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-10,2016-02-07)","(4:2006-03-18,2015-07-23,2015-07-23,2016-02-07)","(4:7655X900389274,7655X700389274,7655X600389274,7655X134368745)","(4:osgb5000000000052817,osgb1000000347977895,osgb5000005157730317,...)","(3:13,3,1)","(4:7666MA,7666MT,7666MI,7666OW)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000389274)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8"
"330","291236.772","91656.119","03c4f645-f74d-4a7c-bcfa-9e27f8676a7f","junction","false","780b5b9c-ce0c-4229-a35f-bde24577e431","Unclassified","NULL","Sanford Place","Acc","NULL","NULL","Single Carriageway","NULL","7.034","NULL","false","61062f5d-a00b-47cc-90f5-7ac7f2028b32","03c4f645-f74d-4a7c-bcfa-9e27f8676a7f","osgb4000000025468206","uk.addressbase.uprn.10025539643","I","2015-08-19","2016-02-10","2013-07-16","10025539643.0","1","NULL","NULL","1","7655","E","N","EX2 9DS","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2015-08-19)","(1:2016-02-10)","(1:2013-07-16)","(1:7655L102292936)","(1:1)","NULL","(1:14200300)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2010-07-30,2013-04-07,2013-04-29)","(4:7655X106775110,7655X603666802,7655X703553471,7655X903656099)","(4:E05003506,osgb4000000025335808,osgb5000005108948638,...)","(3:6,1,4)","(4:7666OW,7666MI,7666MT,7666MA)","(1:2015-08-19)","(1:2016-02-10)","(1:2013-07-16)","(1:7655C003264780)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"331","291827.366","91635.842","9dbfad07-38e8-44fe-ac7a-6576bfb1499a","junction","false","93d754ab-406d-4f7a-8dfd-5bbeab875300","Unclassified","NULL","Fords Road","Acc","NULL","NULL","Single Carriageway","NULL","30.513","NULL","false","9dbfad07-38e8-44fe-ac7a-6576bfb1499a","278eddbd-80e6-414d-8927-fff9d36a3793","osgb4000000025360572","uk.addressbase.uprn.10024665615","I","2011-09-16","2016-02-10","2011-09-01","10024665615.0","1","NULL","NULL","1","7655","E","N","EX2 8EH","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101170246)","(1:1)","NULL","(1:14202863)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-10,2016-02-07)","(4:2006-03-18,2015-07-23,2015-07-23,2016-02-07)","(4:7655X900389274,7655X700389274,7655X600389274,7655X134368745)","(4:osgb5000000000052817,osgb1000000347977895,osgb5000005157730317,...)","(3:13,3,1)","(4:7666MA,7666MT,7666MI,7666OW)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000389274)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8"
"332","291113.0","91657.0","f7cbc77c-501a-47c5-9840-d228e8f1bea1","junction","false","6eac1d8f-8407-49c2-b73c-e50bd1800ce5","Unclassified","NULL","Old Vicarage Road","Acc","NULL","NULL","Single Carriageway","NULL","49.649","NULL","false","d70479b3-1015-478e-916a-102db37ec07f","f7cbc77c-501a-47c5-9840-d228e8f1bea1","osgb4000000025357212","uk.addressbase.uprn.10024665616","I","2011-09-16","2016-02-10","2010-09-29","10024665616.0","1","NULL","NULL","1","7655","E","N","EX2 9AY","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2010-09-29)","(1:7655L101170247)","(1:1)","NULL","(1:14200300)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2005-09-16,2008-01-30,2006-03-18)","(4:7655X134368746,7655X600389275,7655X700389275,7655X900389275)","(4:E05003506,osgb4000000025335770,osgb1000012288409,osgb5000000000052819)","(3:3,4,13)","(4:7666OW,7666MI,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-09-29)","(1:7655C000389275)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 5M FROM 36 RICES MEWS. 7M FROM FERNDALE ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4"
"333","291827.366","91635.842","9dbfad07-38e8-44fe-ac7a-6576bfb1499a","junction","false","2e0b6354-e7f6-4474-b69b-977558a07ac2","Not Classified","NULL","NULL","NULL","NULL","NULL","Single Carriageway","NULL","32.039","NULL","false","9dbfad07-38e8-44fe-ac7a-6576bfb1499a","66399ba5-7b86-4cb0-b62f-6e510c84c93a","NULL","uk.addressbase.uprn.10024665615","I","2011-09-16","2016-02-10","2011-09-01","10024665615.0","1","NULL","NULL","1","7655","E","N","EX2 8EH","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101170246)","(1:1)","NULL","(1:14202863)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-10,2016-02-07)","(4:2006-03-18,2015-07-23,2015-07-23,2016-02-07)","(4:7655X900389274,7655X700389274,7655X600389274,7655X134368745)","(4:osgb5000000000052817,osgb1000000347977895,osgb5000005157730317,...)","(3:13,3,1)","(4:7666MA,7666MT,7666MI,7666OW)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000389274)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8"
"334","291884.674","91622.449","f086e60d-7144-4098-bb3a-f20f429edd67","junction","false","4e5b83c5-519d-4624-ab6a-6cd77547140f","Unclassified","NULL","Chamberlain Road","Acc","NULL","NULL","Single Carriageway","NULL","117.294","NULL","false","f086e60d-7144-4098-bb3a-f20f429edd67","fc98ab64-519f-4cc5-8eb5-1da3615eec49","osgb4000000025360573","uk.addressbase.uprn.10024665615","I","2011-09-16","2016-02-10","2011-09-01","10024665615.0","1","NULL","NULL","1","7655","E","N","EX2 8EH","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101170246)","(1:1)","NULL","(1:14202863)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-10,2016-02-07)","(4:2006-03-18,2015-07-23,2015-07-23,2016-02-07)","(4:7655X900389274,7655X700389274,7655X600389274,7655X134368745)","(4:osgb5000000000052817,osgb1000000347977895,osgb5000005157730317,...)","(3:13,3,1)","(4:7666MA,7666MT,7666MI,7666OW)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000389274)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8"
"335","291884.674","91622.449","f086e60d-7144-4098-bb3a-f20f429edd67","junction","false","76654053-85c9-4366-b6ad-a1ff1ca73db9","Unclassified","NULL","Chamberlain Road","Acc","NULL","NULL","Single Carriageway","NULL","31.172","NULL","false","dd191d1b-af3b-4285-ac94-018cc6f3790f","f086e60d-7144-4098-bb3a-f20f429edd67","osgb4000000025360573","uk.addressbase.uprn.10024665615","I","2011-09-16","2016-02-10","2011-09-01","10024665615.0","1","NULL","NULL","1","7655","E","N","EX2 8EH","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101170246)","(1:1)","NULL","(1:14202863)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-10,2016-02-07)","(4:2006-03-18,2015-07-23,2015-07-23,2016-02-07)","(4:7655X900389274,7655X700389274,7655X600389274,7655X134368745)","(4:osgb5000000000052817,osgb1000000347977895,osgb5000005157730317,...)","(3:13,3,1)","(4:7666MA,7666MT,7666MI,7666OW)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000389274)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8"
"336","291113.0","91657.0","f7cbc77c-501a-47c5-9840-d228e8f1bea1","junction","false","e4331dfa-0f33-49c1-b742-e6690e27db8d","Unclassified","NULL","Powderham Road","Acc","NULL","NULL","Single Carriageway","NULL","153.599","NULL","false","42f34711-8c67-4448-94a0-67288a484790","f7cbc77c-501a-47c5-9840-d228e8f1bea1","osgb4000000025363951","uk.addressbase.uprn.10024665616","I","2011-09-16","2016-02-10","2010-09-29","10024665616.0","1","NULL","NULL","1","7655","E","N","EX2 9AY","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2010-09-29)","(1:7655L101170247)","(1:1)","NULL","(1:14200300)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2005-09-16,2008-01-30,2006-03-18)","(4:7655X134368746,7655X600389275,7655X700389275,7655X900389275)","(4:E05003506,osgb4000000025335770,osgb1000012288409,osgb5000000000052819)","(3:3,4,13)","(4:7666OW,7666MI,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-09-29)","(1:7655C000389275)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 5M FROM 36 RICES MEWS. 7M FROM FERNDALE ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4"
"337","291113.0","91657.0","f7cbc77c-501a-47c5-9840-d228e8f1bea1","junction","false","b30a610d-6b31-427f-a7aa-90587cc2989c","Unclassified","NULL","Old Vicarage Road","Acc","NULL","NULL","Single Carriageway","NULL","101.909","NULL","false","f7cbc77c-501a-47c5-9840-d228e8f1bea1","dfaf6673-4b05-44e8-b305-a399502c4f48","osgb4000000025357212","uk.addressbase.uprn.10024665616","I","2011-09-16","2016-02-10","2010-09-29","10024665616.0","1","NULL","NULL","1","7655","E","N","EX2 9AY","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2010-09-29)","(1:7655L101170247)","(1:1)","NULL","(1:14200300)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2005-09-16,2008-01-30,2006-03-18)","(4:7655X134368746,7655X600389275,7655X700389275,7655X900389275)","(4:E05003506,osgb4000000025335770,osgb1000012288409,osgb5000000000052819)","(3:3,4,13)","(4:7666OW,7666MI,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-09-29)","(1:7655C000389275)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 5M FROM 36 RICES MEWS. 7M FROM FERNDALE ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4"
"338","291254.199","91006.232","d842f26e-0d4a-4e9a-81e7-d461f3f8bd08","pseudoNode","false","d22732b6-3cd2-47ff-a85b-5646f46908c6","Unclassified","NULL","Wellington Road","Acc","NULL","NULL","Single Carriageway","NULL","151.836","NULL","false","355d081e-b011-4460-8ce6-e9447b61a7e8","d842f26e-0d4a-4e9a-81e7-d461f3f8bd08","osgb4000000025360436","uk.addressbase.uprn.10025497794","I","2015-08-19","2016-02-10","2015-07-01","10025497794.0","1","NULL","NULL","1","7655","E","N","EX2 9DY","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2015-08-19)","(1:2016-02-10)","(1:2015-07-01)","(1:7655L102334026)","(1:1)","NULL","(1:14200369)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-10,2016-02-07)","(4:2015-03-05,2015-07-16,2015-04-16,2016-02-07)","(4:7655X703660030,7655X603613423,7655X903588615,7655X106735630)","(4:osgb5000005143769442,osgb5000005157234750,osgb5000000021596585,...)","(3:1,1,2)","(4:7666MT,7666MI,7666MA,7666OW)","(1:2015-08-19)","(1:2016-02-10)","(1:2015-07-01)","(1:7655C003302625)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1"
"339","291560.0","91422.0","a500e211-a257-4222-b042-b0beea03f9ef","junction","false","976d8afd-667f-42ab-9b6c-5d82e8dc7588","Unclassified","NULL","Ebrington Road","Acc","NULL","NULL","Single Carriageway","NULL","92.005","NULL","false","a500e211-a257-4222-b042-b0beea03f9ef","99998812-60f5-4f9a-bc07-b85969baf407","osgb4000000025360575","uk.addressbase.uprn.10024669855","I","2011-09-16","2016-02-10","2011-09-01","10024669855.0","1","NULL","NULL","1","7655","E","N","EX2 9EP","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101176617)","(1:1)","NULL","(1:14200675)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2015-07-16,2016-02-07,2015-07-16,2006-03-18)","(4:7655X600391495,7655X134389577,7655X700391495,7655X900391495)","(4:osgb5000005157234758,E05003506,osgb5000005157227017,...)","(3:1,1,17)","(4:7666MI,7666OW,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000391495)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 5M FROM 42 QUEENS ROAD. 5M FROM UNNAMED ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1"
"340","291158.0","91569.0","44d4d6ef-6069-49d1-98b6-f30a2dd423b3","junction","false","18b1adad-b296-4e09-b2e8-476fcb77b9ad","Unclassified","NULL","Duckworth Road","Acc","NULL","NULL","Single Carriageway","NULL","192.864","NULL","false","b7eb81b1-4538-4788-a7d9-9e6ae39ff6da","44d4d6ef-6069-49d1-98b6-f30a2dd423b3","osgb4000000025360560","uk.addressbase.uprn.10024665616","I","2011-09-16","2016-02-10","2010-09-29","10024665616.0","1","NULL","NULL","1","7655","E","N","EX2 9AY","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2010-09-29)","(1:7655L101170247)","(1:1)","NULL","(1:14200300)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2005-09-16,2008-01-30,2006-03-18)","(4:7655X134368746,7655X600389275,7655X700389275,7655X900389275)","(4:E05003506,osgb4000000025335770,osgb1000012288409,osgb5000000000052819)","(3:3,4,13)","(4:7666OW,7666MI,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-09-29)","(1:7655C000389275)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 5M FROM 36 RICES MEWS. 7M FROM FERNDALE ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","23"
"341","291560.0","91422.0","a500e211-a257-4222-b042-b0beea03f9ef","junction","false","00d3386a-6bbf-416c-b0c7-a51f4fd93132","A Road","A377","Alphington Road","Acc","NULL","NULL","Single Carriageway","Primary","14.866","NULL","false","a42ed710-c04c-4e55-94d6-3e7214227b6d","a500e211-a257-4222-b042-b0beea03f9ef","osgb4000000025354373,osgb4000000021011724","uk.addressbase.uprn.10024669855","I","2011-09-16","2016-02-10","2011-09-01","10024669855.0","1","NULL","NULL","1","7655","E","N","EX2 9EP","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101176617)","(1:1)","NULL","(1:14200675)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2015-07-16,2016-02-07,2015-07-16,2006-03-18)","(4:7655X600391495,7655X134389577,7655X700391495,7655X900391495)","(4:osgb5000005157234758,E05003506,osgb5000005157227017,...)","(3:1,1,17)","(4:7666MI,7666OW,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000391495)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 5M FROM 42 QUEENS ROAD. 5M FROM UNNAMED ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1"
"342","291158.0","91569.0","44d4d6ef-6069-49d1-98b6-f30a2dd423b3","junction","false","b4f5b6ce-3647-404c-b1e3-510d1a1f1b5e","Unclassified","NULL","Old Vicarage Road","Acc","NULL","NULL","Single Carriageway","NULL","30.414","NULL","false","db133832-c12a-487c-adc0-8328ce13438a","44d4d6ef-6069-49d1-98b6-f30a2dd423b3","osgb4000000025357212","uk.addressbase.uprn.10024665616","I","2011-09-16","2016-02-10","2010-09-29","10024665616.0","1","NULL","NULL","1","7655","E","N","EX2 9AY","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2010-09-29)","(1:7655L101170247)","(1:1)","NULL","(1:14200300)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2005-09-16,2008-01-30,2006-03-18)","(4:7655X134368746,7655X600389275,7655X700389275,7655X900389275)","(4:E05003506,osgb4000000025335770,osgb1000012288409,osgb5000000000052819)","(3:3,4,13)","(4:7666OW,7666MI,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-09-29)","(1:7655C000389275)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 5M FROM 36 RICES MEWS. 7M FROM FERNDALE ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","23"
"343","291560.0","91422.0","a500e211-a257-4222-b042-b0beea03f9ef","junction","false","40573f39-c90c-40f8-ab37-3dc3a6afb914","A Road","A377","Alphington Road","Acc","NULL","NULL","Single Carriageway","Primary","110.164","NULL","false","a500e211-a257-4222-b042-b0beea03f9ef","abc389bc-b175-47a3-9404-9d436b08bf39","osgb4000000025354373,osgb4000000021011724","uk.addressbase.uprn.10024669855","I","2011-09-16","2016-02-10","2011-09-01","10024669855.0","1","NULL","NULL","1","7655","E","N","EX2 9EP","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101176617)","(1:1)","NULL","(1:14200675)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2015-07-16,2016-02-07,2015-07-16,2006-03-18)","(4:7655X600391495,7655X134389577,7655X700391495,7655X900391495)","(4:osgb5000005157234758,E05003506,osgb5000005157227017,...)","(3:1,1,17)","(4:7666MI,7666OW,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000391495)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 5M FROM 42 QUEENS ROAD. 5M FROM UNNAMED ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1"
